"","kappa","spec_sens","no_omission","prevalence","equal_sens_spec","sensitivity","species_name","algorithm","run","partition","presencenb","absencenb","correlation","pvaluecor","AUC","AUC_pval","AUCratio","pROC","pROC_pval","TSSmax","KAPPAmax","dismo_threshold","prevalence.value","PPP","NPP","TPR","TNR","FPR","FNR","CCR","Kappa","F_score","Jaccard"
"thresholds",0.12648228,0.07584937,-1e-04,0.17711519,0.10116582,0.02521646,"Abarema_langsdorffii","bioclim",1,4,20,100,0.541257958404935,1.73989458753672e-10,0.848,NA,1.696,1.82255484299127,0,0.61,0.466101694915254,"spec_sens",0.166666666666667,0.414634146341463,0.962025316455696,0.85,0.76,0.24,0.15,0.775,0.429577464788732,0.557377049180328,0.386363636363636
