"cv_0","pa","lon","lat","layer.1","layer.2","layer.3","layer.4","layer.5"
1,0,-38.9166666666667,-8.75,19.1740203368498,-13.0242187127517,5.11420034101373,16.9613731398494,-3.09356121513771
2,0,-48.75,-28.25,15.5068661500312,-6.84189599244872,5.99613295943559,16.2929507976848,-3.85976440670854
5,0,-52.5833333333333,-27.5833333333333,15.1221379924582,-5.9513858396804,7.52041118755321,16.6946169122521,-4.72796435009692
2,0,-52.9166666666667,-31.5833333333333,13.1995213307381,-6.90787220903625,6.68223995906235,15.9388880647587,-6.13244340369676
4,0,-50.9166666666667,-22.25,16.3407645337786,-10.0192577596249,8.1839792906355,16.9973900340194,-3.19368200037558
5,0,-55.75,-19.25,19.9331427396498,-11.229562723754,8.17826727839146,18.5565239887981,-3.06784747197993
3,0,-42.5833333333333,-7.58333333333333,21.7253334375919,-14.0731511951533,6.32461486792205,17.8251282822455,-3.24316180048251
4,0,-51.0833333333333,-27.25,12.3403200498531,-5.02465332914939,7.8731311866237,14.917880018416,-4.52777220519185
2,0,-50.0833333333333,-21.5833333333333,16.3538272146352,-10.3926659935528,8.68591208049396,16.7247287150714,-2.84969012609348
5,0,-42.4166666666667,-15.25,16.4706605402021,-11.0644619927472,6.64368336097847,14.3133298002163,-1.90823682606372
3,0,-47.4166666666667,-16.0833333333333,17.2207081629864,-10.7644302615324,8.39642015578497,14.4321519133227,-2.39949718801646
1,0,-44.9166666666667,-10.4166666666667,19.1492704768043,-13.8033926773442,8.17264524391206,17.9409654916916,-3.82694402099079
2,0,-50.9166666666667,-28.5833333333333,12.7840637962523,-4.72218814673973,7.25718001440684,14.7184127959432,-4.3613148939746
5,0,-37.9166666666667,-10.4166666666667,18.8060513685788,-11.073992550922,3.89105909556511,16.7742893439433,-3.29432482004515
5,0,-39.25,-15.0833333333333,19.3070469259267,-7.52506581621462,4.50502871494859,16.6409804395015,-2.75844737084535
3,0,-41.4166666666667,-19.4166666666667,17.6393600838682,-10.8514164865007,8.09885812064423,16.3175957788401,-2.95107824882832
1,0,-51.75,-28.5833333333333,13.7883221731977,-5.27843205590667,7.23142046512299,15.4694159558122,-4.98575898001004
2,0,-43.75,-15.9166666666667,18.2143486010673,-12.554901845985,7.86121486768227,16.3219453183257,-2.76809486362975
5,0,-38.25,-10.0833333333333,18.7247479873209,-11.0992381706448,4.32825679047072,17.2529595121088,-3.43083505249802
4,0,-54.0833333333333,-19.25,19.7022250107932,-11.1335110313985,8.00598078248249,17.1672747563764,-3.44345241669801
2,0,-52.75,-21.0833333333333,18.1685211286265,-10.486112445982,7.76535925706695,17.2442056077487,-2.80612059331844
1,0,-47.75,-20.4166666666667,17.5650076230641,-9.96139615095316,9.18854421722268,15.0658876679722,-1.65247986090743
2,0,-54.25,-20.25,18.6931305121659,-10.020079810684,7.90272888708819,16.5813180542458,-2.70144799686776
1,0,-41.75,-21.75,16.0256439704458,-9.44046228827859,7.55662074788999,15.4224640177933,-3.07128827492177
4,0,-43.25,-20.5833333333333,15.7580914310417,-10.2584155083129,8.50374017526172,14.9780761017562,-2.76186861785541
1,0,-42.4166666666667,-13.9166666666667,16.7965963659847,-11.0563568735008,6.55786751451343,14.2150868332948,-1.81241337224835
1,0,-41.9166666666667,-12.9166666666667,15.1330517347152,-10.4460459077269,6.83853064425999,14.2071132905316,-1.85143508159784
3,0,-46.25,-12.5833333333333,20.9636517356051,-11.8984456435753,8.28858240563698,15.0169398863061,-3.37143962123539
1,0,-40.5833333333333,-10.4166666666667,17.3055904678173,-11.5489842176861,4.95627438744384,16.1195722701547,-2.46893439225754
1,0,-55.0833333333333,-29.25,14.0130194053948,-6.53707880065044,8.01067569929704,17.8057475174315,-6.02857704942685
4,0,-41.75,-11.25,17.7360391390427,-12.3277670413441,5.54113914762917,15.3977188737179,-2.19509386463437
4,0,-49.0833333333333,-18.75,17.6506728396791,-11.256380810084,9.0942536273426,16.3421358892214,-2.37168679392189
2,0,-43.25,-18.4166666666667,16.264435759393,-10.1290290808093,9.39047488962611,14.3511658849376,-2.55975351832059
2,0,-52.75,-21.75,17.7129901985987,-10.4355555376225,7.62233889308067,17.7549053743933,-3.12025373222095
1,0,-54.9166666666667,-21.25,18.2859176072368,-10.0831843990026,7.61488380753656,17.3861448068208,-3.0032025538929
3,0,-53.9166666666667,-21.5833333333333,18.4965669394199,-10.2287027156014,7.70471825740965,17.5582733224508,-2.95427650422616
5,0,-53.5833333333333,-22.4166666666667,17.9856752052662,-10.1546686776915,7.99535582433999,17.6170556662959,-3.51951401736711
4,0,-43.4166666666667,-20.75,15.821800150261,-10.0035272203829,8.78889215096713,14.8204019177505,-2.60397208591467
2,0,-52.75,-17.75,18.5306826660357,-10.7124465421042,8.99438573235958,15.6873708307653,-2.78652064792266
5,0,-47.25,-18.25,18.2640481817258,-10.5809923108794,8.75344852983857,15.2202310656277,-1.75898095591086
4,0,-39.4166666666667,-8.75,19.402310829375,-13.2205337681986,5.3487772553579,16.6830069793532,-2.95838603874432
1,0,-52.5833333333333,-30.75,13.8075534439605,-6.28483680376366,6.39601268422816,15.7884609325626,-5.89926659884414
2,0,-48.9166666666667,-24.25,13.5917298126502,-7.84671125151465,7.99048830297472,15.3163048557581,-3.18833187942124
2,0,-51.0833333333333,-29.0833333333333,13.2482154550332,-4.67551634176661,7.37408121257168,14.8492067404271,-4.31005041834476
1,0,-45.4166666666667,-12.9166666666667,19.7372395504691,-12.4139306793777,7.68187569969752,15.5302703342977,-3.41439282790453
2,0,-53.9166666666667,-24.9166666666667,15.1590831985081,-7.86202582896295,8.66787265097988,17.6176361834827,-4.36839635518513
4,0,-52.75,-22.75,16.6538881112076,-9.97335304552338,7.52575323702174,17.7636416442115,-3.64017308735791
5,0,-45.25,-18.5833333333333,18.0563593574694,-11.8340103260105,8.95847641296785,16.1762328126418,-2.52450645168831
3,0,-52.9166666666667,-24.9166666666667,14.8648733937052,-7.26717415442876,8.76563149128141,16.8726890893491,-3.79041625043538
3,0,-43.25,-18.25,15.7437396936751,-9.69649878256597,9.14498835576241,13.6637086065347,-2.40881084725156
4,0,-55.25,-28.25,15.1809832075494,-7.12792183265456,8.10127018960138,18.259443986792,-6.56744212856948
2,0,-55.25,-23.0833333333333,16.7516125991275,-8.98698001708026,7.95050778193069,17.5845091760942,-3.95777743916986
1,0,-50.0833333333333,-23.4166666666667,15.9610798092833,-8.77124350500291,7.82291420434266,17.3320590489907,-3.57487930027863
4,0,-40.75,-18.5833333333333,18.9855965859059,-10.9364905513009,6.70505382887327,16.949254799655,-2.9386159858397
1,0,-48.0833333333333,-21.4166666666667,16.8799841246581,-10.2457581604845,8.88834183956399,15.8848927356294,-2.30888728768511
5,0,-48.25,-19.4166666666667,17.4524054410767,-10.5326684381223,9.36664172530545,15.7078236623023,-2.06365001619676
1,0,-39.75,-18.9166666666667,19.4923861555842,-9.62666622680857,5.75331039827737,17.1876500469187,-3.22183032296139
3,0,-43.75,-9.25,20.1440791712712,-13.5952510589532,6.29760939911253,16.9726236894639,-3.25237010354381
4,0,-49.75,-19.0833333333333,19.3903369381244,-11.7312175730157,8.51382010492347,16.2815999620867,-3.06813631972669
2,0,-53.0833333333333,-17.5833333333333,18.2349653905392,-10.7049509967562,9.15352175841724,15.7687755429376,-2.81583162805067
5,0,-47.9166666666667,-20.5833333333333,17.4934609827926,-9.92441411000373,9.21977925346902,15.1130432453745,-1.7346875401063
5,0,-47.4166666666667,-21.9166666666667,16.0533186925036,-10.079328136445,8.51449214016707,15.58305272332,-2.4704464685052
2,0,-53.5833333333333,-23.9166666666667,15.7686517109123,-8.89918001587402,7.74502162851151,18.0001804042349,-4.61283617572169
3,0,-45.75,-17.9166666666667,17.9701444804423,-11.178463818252,9.34520408699752,15.4707946560405,-2.09750614246163
1,0,-51.9166666666667,-20.25,18.886370869378,-10.8501124302752,8.47622219114307,17.4045466510492,-2.76582932316312
5,0,-41.9166666666667,-14.25,17.5683478717231,-12.1117671556611,6.32596477767644,16.0415424339579,-2.32993393379862
1,0,-54.4166666666667,-25.25,15.7983554617002,-8.10986052858022,8.502098366986,18.3757010453356,-5.06715830285466
4,0,-46.25,-15.9166666666667,18.5054327911773,-12.0406240937013,8.65652593878688,15.7823376862918,-2.89255419449719
1,0,-45.4166666666667,-23.25,14.0628099801892,-8.19892284190519,8.45377182079016,13.8391292976957,-2.01474478241889
5,0,-57.75,-21.0833333333333,19.0237763049759,-11.3533120648085,7.19317414193218,19.5751168985982,-4.20361762742099
4,0,-47.0833333333333,-21.9166666666667,15.823285814122,-10.0313167202694,8.65953125855836,15.511778772146,-2.4337343251515
3,0,-41.25,-12.75,19.0490336811378,-11.3559442438779,6.51053385195041,16.8981854707143,-2.44048680399262
5,0,-53.9166666666667,-23.25,17.0038430781587,-9.34991081528766,7.96679016035336,17.9468803617516,-4.06588710970494
2,0,-50.75,-16.5833333333333,20.0196850772173,-11.625188742745,8.10225643686492,15.1305023890779,-3.60237296099294
3,0,-50.75,-22.75,16.6450214440102,-9.93321293471342,8.19671804488382,17.4690588606925,-3.33742483482309
2,0,-44.4166666666667,-20.75,15.4685759129609,-9.32236992115176,9.96148734084205,13.8485683566733,-1.90736300654356
3,0,-38.4166666666667,-8.75,18.9175743605528,-12.8409594951895,4.92307064029774,16.8010523982815,-2.56952715843372
4,0,-41.0833333333333,-10.25,16.8626048102365,-11.8158715571474,5.64867987901037,15.4521054980498,-1.96774013901373
1,0,-55.4166666666667,-19.4166666666667,19.9598581100357,-11.1541681850994,8.30467292984606,18.484454448113,-3.10652564901189
5,0,-44.75,-16.0833333333333,17.1396482612205,-12.5475526360624,9.09380553256267,16.4456378744237,-3.54095724667721
4,0,-52.75,-32.25,13.1391339518043,-7.10316211663085,6.2505062128395,15.8979964544739,-6.23537366106067
2,0,-47.5833333333333,-20.0833333333333,17.6598444137947,-10.1387005791447,9.2839553433592,15.2808754342843,-1.76801738259398
3,0,-42.75,-10.25,19.9848441501111,-14.0557124417457,6.7809468672814,18.0863239796613,-2.83251432893108
2,0,-48.75,-18.9166666666667,17.1963544993254,-10.9614908372209,9.24987492539774,16.096255140017,-2.31405513324142
2,0,-50.4166666666667,-23.4166666666667,15.5304314300472,-8.71236134958921,7.80449773770101,17.0357653131414,-3.44090884413793
3,0,-45.5833333333333,-21.5833333333333,15.6712306721251,-9.99516885927101,9.70443969464662,15.5392938002685,-2.56748171316148
5,0,-43.9166666666667,-19.75,17.2211701963211,-10.5658860382619,9.13292829143823,14.8026135500482,-2.25843653629009
1,0,-47.75,-16.75,16.9850255070485,-10.8106208834533,8.48088757262683,15.0282900726026,-2.60051755247489
1,0,-40.75,-15.0833333333333,17.0270348326337,-10.0898004318016,5.41546335442466,15.144846021993,-2.54451083511661
5,0,-54.0833333333333,-22.5833333333333,18.095659521556,-9.8211887051441,8.3332528408613,17.3500558107882,-3.53361391179426
2,0,-46.9166666666667,-16.25,18.2879488915856,-11.4940899089556,8.849905274992,15.7114316417335,-2.41174265030959
3,0,-53.5833333333333,-24.75,14.8342447022733,-7.75665280320947,8.50681123314942,17.1919409338985,-4.04687793409256
