"cv_0","pa","lon","lat","layer.1","layer.2","layer.3","layer.4","layer.5"
4,0,-51.5833333333333,-25.75,12.3117427808936,-5.28218944951467,7.98422783252664,14.6324796290977,-3.7743101198143
3,0,-50.25,-20.0833333333333,17.4904912012001,-11.0376118539502,8.57601032882234,16.8486383558226,-2.40498553925524
5,0,-52.25,-20.5833333333333,18.5808357844508,-10.6879854914868,8.07285673379639,17.3546410819124,-2.74751625094469
5,0,-52.9166666666667,-27.75,15.4297911172009,-6.38776592160925,7.48159677121735,17.2647505178444,-5.01156464442004
3,0,-49.9166666666667,-28.4166666666667,12.0666342393164,-4.93158601614813,7.17587043312668,14.0692709296687,-3.29832052981946
4,0,-52.4166666666667,-28.25,14.5920306853761,-6.09928658104977,7.4937048779798,16.2203140124185,-4.60696464032323
1,0,-45.9166666666667,-12.4166666666667,20.7644096582925,-12.0362628731617,8.22317511517257,15.126250386758,-3.45526567548797
5,0,-57.5833333333333,-21.4166666666667,18.8791572381325,-10.9426445725031,7.29907313061821,19.5380636006134,-4.27145302675953
5,0,-40.0833333333333,-16.5833333333333,18.3861666673716,-9.99144245708384,5.16823675996663,17.3075501345743,-3.09638749618099
1,0,-49.5833333333333,-27.75,12.7437871845418,-5.74564382517749,7.42146414167557,14.8351977893278,-3.52595032779883
3,0,-53.0833333333333,-17.0833333333333,18.8838818763747,-11.2525313658045,9.56617278292562,16.1069895240572,-3.21303957087697
1,0,-50.9166666666667,-16.9166666666667,19.2351743417403,-11.2643097876414,8.00426848446998,14.8808868905995,-3.43083564021135
3,0,-51.4166666666667,-21.25,17.202298536246,-10.9050463914704,7.75003792253374,17.4144723887506,-3.11855804508406
5,0,-44.4166666666667,-20.25,15.9225891944572,-10.1519809648663,9.80607834705115,14.3647698710612,-2.15597211940077
1,0,-41.5833333333333,-10.4166666666667,17.3507916471869,-11.8803234782109,6.32094263214349,15.4303500626303,-1.92350026561854
2,0,-46.25,-14.75,18.9099099791763,-11.6213504196925,7.82757723762788,15.5183052267818,-2.57186915794991
4,0,-54.0833333333333,-28.25,15.8549166966494,-6.88956030251604,7.71770430456794,18.3536667912008,-5.92545122270164
4,0,-50.0833333333333,-22.25,15.9619688183358,-9.97569268154572,8.45022373582087,16.8504956275789,-3.04920553299794
3,0,-47.5833333333333,-23.4166666666667,15.0278049009453,-8.98324010971119,7.72235612075667,15.0557500908776,-2.58230022396741
5,0,-47.9166666666667,-22.25,15.5501930746019,-9.13831499796579,8.63411747475572,14.7104359758436,-2.18546504847415
3,0,-52.75,-24.4166666666667,15.7698652540285,-7.92326700532036,8.38126560002477,17.0840807908923,-3.76543681121361
4,0,-47.75,-17.25,17.6763040287511,-11.17392128892,8.77887998396012,15.6232325029103,-3.01870603937613
4,0,-51.75,-17.25,18.4113350109597,-10.621235329321,8.76688458449743,14.9861096704987,-2.58738409863339
3,0,-42.4166666666667,-13.75,16.6143472961911,-11.1414558775518,6.90701606857212,14.5329496884212,-1.7460209110085
1,0,-40.4166666666667,-19.5833333333333,19.4961290125152,-10.7377292627978,6.45728389464667,17.2151086730713,-3.25727029999465
5,0,-49.75,-19.4166666666667,18.5581693518528,-11.3733620335973,8.95841154471905,16.5490679421239,-2.65796807750093
3,0,-37.5833333333333,-11.75,21.0741647763365,-9.52315174959384,6.08188337024864,16.3955832124916,-3.92903488220958
5,0,-43.5833333333333,-9.08333333333333,19.9445315612013,-13.3254222844087,6.60380172609024,16.9518661129049,-2.77347538729191
4,0,-41.0833333333333,-17.5833333333333,18.6566211227804,-11.3706333602856,6.7384114346222,17.1094851849126,-3.20583628838847
3,0,-50.9166666666667,-20.9166666666667,17.0253053241861,-10.8600761019241,8.21050795807498,17.2197167616718,-2.95867407657429
5,0,-52.75,-27.25,15.4144294824389,-6.13457213773281,7.72709109965275,17.443111037808,-4.75997612723347
3,0,-42.4166666666667,-22.0833333333333,15.9689629965357,-9.44407113590711,8.83890296968991,15.0906633653192,-2.62252846013361
2,0,-52.9166666666667,-17.75,18.246397747104,-10.6237595141952,9.00061155187795,15.6156281772606,-2.75829744509732
2,0,-50.25,-25.0833333333333,14.1178648159114,-7.36502744791003,7.67005240721421,16.0887757410622,-3.5237919553942
1,0,-42.4166666666667,-8.75,20.0184005915536,-13.904706537246,6.81432713575175,18.0459901583946,-2.90412567534362
3,0,-44.5833333333333,-18.4166666666667,17.4763230778238,-11.7315880002712,9.09780784046331,15.833506099441,-2.67204340043411
2,0,-45.0833333333333,-18.9166666666667,17.8391622202356,-11.7399981538847,9.00926184410757,16.1631961676142,-2.62546615451378
5,0,-42.25,-20.4166666666667,14.8619292203638,-9.71786720706832,8.99508823031732,14.5194274462344,-2.57108423540895
3,0,-51.4166666666667,-25.75,12.2089177477647,-5.28953941638246,7.94685155483364,14.4972474720431,-3.68670014615993
5,0,-43.75,-22.9166666666667,18.5981780866985,-9.83001305351937,6.40957539940092,17.4960505052286,-3.07636076856112
3,0,-52.25,-16.75,19.3885398753472,-11.4316232905043,9.32207265501192,15.8549028455058,-3.09304046901633
1,0,-55.4166666666667,-20.0833333333333,19.1722986120567,-10.6117270940972,8.29179140579911,17.8931025709059,-2.98057182923548
5,0,-39.4166666666667,-12.4166666666667,18.3595132900645,-9.84093611041741,3.45803322951261,16.6638644071895,-2.98862968622255
3,0,-48.4166666666667,-17.0833333333333,17.84097876296,-11.3517000915044,8.76372263079545,15.6986666916731,-2.90288965616403
3,0,-42.5833333333333,-18.25,16.864102078361,-10.9140826315142,8.68643228824715,15.4731218825015,-2.79922543713521
4,0,-48.4166666666667,-17.25,18.1273228003254,-11.7560182914348,9.00853975098056,16.1188853464977,-3.21151015903917
5,0,-50.75,-26.75,11.4968498625686,-5.2395176142277,8.02813415871734,15.0580016801708,-3.76198983121815
4,0,-49.0833333333333,-16.0833333333333,19.2743900217306,-11.0268105217983,7.23447452016806,14.5820348107821,-2.96154491397451
2,0,-50.4166666666667,-29.0833333333333,13.3130586622633,-4.29177791793827,7.40714961526403,15.1020632634534,-3.78782657702359
3,0,-53.9166666666667,-30.75,13.5089754767485,-6.60695107425232,6.78107866651682,16.3327727417367,-5.8971535696942
3,0,-52.9166666666667,-20.75,18.6361734142197,-10.5238689158751,7.89785362640708,17.2867121511685,-2.69949854375411
3,0,-50.4166666666667,-19.5833333333333,18.3526089379303,-11.0338058643243,8.83477431343412,16.6826733928642,-2.36965050939997
5,0,-43.0833333333333,-17.9166666666667,16.7072183860427,-10.862625406644,8.3730675907861,14.8737953252724,-2.54667861558611
2,0,-53.25,-33.4166666666667,12.1080980529194,-6.24760960339288,5.83742480884274,15.1346093063863,-5.75508115977305
1,0,-53.75,-25.25,14.8554259515222,-7.25438100445962,8.96199201885419,17.8304373928257,-4.50753932959311
1,0,-53.5833333333333,-22.25,18.2027420335874,-10.3082583604964,7.96601966131455,17.7163240378667,-3.4735882058132
2,0,-55.25,-19.75,19.0505350849706,-10.4752051393499,8.39989015978396,17.5432534856105,-2.75997141875424
4,0,-44.9166666666667,-22.25,14.2135269143686,-9.2098680309379,10.3981062128668,14.4233426530156,-2.24328524897911
3,0,-41.0833333333333,-11.9166666666667,16.2818386360091,-10.1122213217589,5.40608277497461,15.2473870407876,-2.30650453469689
1,0,-38.25,-9.25,19.2829217285726,-12.4396482214844,4.38314011170645,18.0049792249811,-3.65752333411353
5,0,-53.5833333333333,-27.25,15.1668596931961,-6.8836074068133,8.18422990624257,18.3103425903052,-5.27999782062039
1,0,-46.4166666666667,-21.4166666666667,15.0654373202039,-9.07488256695865,9.43139785670025,14.2584988074993,-1.88793719083323
4,0,-43.25,-11.0833333333333,20.0099175816641,-13.4841479341709,6.51416749995832,17.6900861567824,-2.0748689126833
5,0,-53.25,-17.75,18.1523781977229,-10.6566153982692,9.02670842933803,15.7485371716807,-2.83736058296511
1,0,-42.0833333333333,-21.25,17.371772053204,-11.0687313230271,8.53885009218358,16.6955712088836,-3.39432898299497
1,0,-51.0833333333333,-19.9166666666667,18.2822809216996,-10.8325592529623,8.94854912826003,16.8943285413457,-2.63964017417855
4,0,-42.4166666666667,-18.5833333333333,16.1144264352286,-10.0930766447399,8.8725824617438,14.6345036991145,-2.61592987105973
4,0,-52.9166666666667,-31.9166666666667,13.119825767629,-7.12174899793612,6.60386204408776,16.0471184922426,-6.25671373197461
5,0,-40.25,-8.58333333333333,18.8913955704698,-13.0963187481938,5.87307176509472,17.0258512018218,-2.79225372179249
4,0,-39.4166666666667,-12.75,18.2906752079159,-9.27075031982967,3.41469564357044,16.0712966166458,-2.71973475920929
5,0,-46.4166666666667,-16.0833333333333,17.7214781283405,-11.3048998142988,8.68919022797251,14.9535187756557,-2.64302514096175
1,0,-43.25,-20.4166666666667,16.0513265982154,-10.5965882370462,8.48422281270017,15.2410504947662,-2.85708604317784
3,0,-39.4166666666667,-11.0833333333333,18.291874519474,-11.6251592106672,4.91320147237062,17.7270085500181,-3.25592955633946
4,0,-48.75,-26.4166666666667,16.8908432909437,-7.33964297864151,7.59556782831502,16.8778075959029,-3.51114354199208
3,0,-41.25,-20.0833333333333,16.3693912519234,-9.90077529389582,8.07926239787133,15.4149582087724,-2.84900975589745
5,0,-56.75,-21.5833333333333,17.4322227106871,-9.87390749228738,7.49615798284437,18.0562299193279,-3.81773135813129
2,0,-50.0833333333333,-16.4166666666667,19.6068966035831,-11.2954627650393,7.83017187850023,14.8118007733037,-3.53606759182554
3,0,-40.5833333333333,-10.75,17.1596252206912,-10.6904770962873,5.07345523999842,15.9976610168766,-2.50011659361085
2,0,-48.4166666666667,-16.9166666666667,17.6294948110713,-11.1120207922302,8.62412086211634,15.4554615880201,-2.71632554002684
4,0,-51.5833333333333,-30.75,14.1584113143248,-6.64279173933085,5.93222904545146,16.1702157008152,-6.10866494790194
4,0,-55.25,-22.9166666666667,17.0944331850971,-9.28569374642022,7.96614042987205,17.8154855325998,-3.95671667971569
1,0,-45.5833333333333,-11.0833333333333,18.5881217203866,-13.1973455388234,8.20484038967472,17.2307078235255,-3.45639578607383
3,0,-40.5833333333333,-9.91666666666666,17.8871004799285,-12.7651122935129,5.60094168142665,16.681678592745,-2.28105453025726
5,0,-50.0833333333333,-18.0833333333333,19.8190565375173,-11.8355169720229,8.33273256528839,16.4961218510556,-3.17264188244215
4,0,-37.75,-10.4166666666667,18.3132742274563,-10.4568153310391,3.9159863557902,15.9437948263803,-3.49080155680654
4,0,-46.25,-21.75,14.8426758049863,-8.69392833903367,9.86733141124582,14.0624265070684,-1.87618772324502
5,0,-51.25,-28.75,13.1617618207562,-4.7733860706445,7.316187633215,14.9867004875391,-4.56660945338066
1,0,-54.4166666666667,-29.4166666666667,14.3841762799283,-6.14572095518652,7.4502729138783,17.384962949805,-6.30305520191336
1,0,-51.9166666666667,-18.75,18.9812262506322,-10.4482336298346,9.01709997862372,16.4043222597319,-2.02636740822441
2,0,-42.9166666666667,-14.25,18.2415717339525,-12.3694780304056,6.91992390932197,15.9312273269211,-2.18338507662822
1,0,-39.9166666666667,-18.0833333333333,19.5037772446415,-9.51677810189188,5.29755494385063,17.2600386263557,-3.17179656653591
4,0,-52.75,-24.9166666666667,15.0506854158493,-7.4073380400526,8.75002515094281,16.880837568114,-3.74362824317534
2,0,-43.25,-11.4166666666667,19.8245373444446,-13.7860966192813,6.7585352833913,17.5554571620939,-2.89307232454138
4,0,-45.0833333333333,-18.5833333333333,17.654035531626,-11.5927021074311,8.92565891256636,15.8571913223636,-2.46913418287274
2,0,-37.4166666666667,-9.08333333333333,18.3299291576519,-11.1648660252077,4.21891029752705,16.6954849912364,-3.42749467529396
5,0,-54.0833333333333,-31.75,13.0933897277847,-7.90237350024665,6.64370376006502,16.4384743589833,-6.43089678438163
4,0,-49.25,-16.9166666666667,18.1529508855438,-11.1025248494858,8.14599173461955,15.5412071013361,-3.07701015337426
3,0,-54.9166666666667,-21.75,18.1304407637391,-10.1648926594763,7.46991635804159,17.9602083678398,-3.66012675122257
4,0,-49.4166666666667,-26.4166666666667,13.0442631029518,-6.44864342373501,7.55266388820062,15.3308812688732,-3.58745638588944
3,0,-55.0833333333333,-23.9166666666667,16.454125970418,-8.51713765210269,8.05248666992806,18.0264115022111,-4.50842486666083
4,0,-56.5833333333333,-20.9166666666667,17.5895136600884,-10.0367625179677,7.83925579062919,17.713410812005,-3.34618218358525
1,0,-41.9166666666667,-16.25,16.8111563444133,-11.8039601265628,7.34959842360797,15.61394947804,-2.79524680274888
1,0,-41.9166666666667,-22.25,17.8745775711135,-9.79498127717398,6.35159063473511,16.5416505719975,-3.266593041732
1,0,-42.9166666666667,-8.41666666666666,20.9660536211274,-13.9641403110906,6.6837672518137,18.0430895483587,-3.15177630048261
2,0,-47.0833333333333,-15.5833333333333,18.151752017798,-10.9511831640397,8.49850194186842,14.5317417767402,-2.58717131003668
3,0,-42.75,-15.0833333333333,17.5294464265238,-11.3000547375485,6.69630589508921,14.4433653436267,-1.63909006218389
3,0,-53.75,-24.4166666666667,15.6924821635813,-8.47084797552217,8.18240979642566,18.096396775689,-4.39347941217271
5,0,-45.25,-21.4166666666667,15.4436837011621,-9.86356313421896,9.57143888640565,14.9269689048271,-2.35187805510359
1,0,-42.75,-21.0833333333333,16.9609329309848,-10.9815490193692,9.03532057632011,16.3767281139553,-3.3002494550603
3,0,-48.75,-18.0833333333333,18.483450442025,-12.0724307882972,8.61810053100607,16.3051073838277,-3.33905393545765
1,0,-52.75,-31.0833333333333,13.7466940746325,-6.63435021188124,6.49375055385974,16.0296144071341,-6.21135799925673
1,0,-49.25,-21.75,16.6314248184632,-10.4621941125634,8.70367289776828,16.7592417220017,-2.75381298040954
4,0,-45.9166666666667,-17.0833333333333,18.3854448243974,-12.1290421985399,8.87103028438341,16.4405849896647,-2.46942104465964
4,0,-48.4166666666667,-18.5833333333333,17.6188912884056,-10.8365686214034,9.39437145721375,15.7307078557233,-2.16156307039899
2,0,-54.25,-25.0833333333333,15.4350558340876,-7.8132242857808,8.70296712299641,18.0258827647921,-4.92601482879106
2,0,-42.25,-11.75,16.8815663354417,-12.3457282368649,6.62129177691914,15.3741858206796,-2.62862390085878
5,0,-40.5833333333333,-16.0833333333333,18.682334542804,-11.5912908714021,6.05342106962992,17.3515871135059,-3.38796365346774
3,0,-40.5833333333333,-15.9166666666667,18.289306571574,-11.048755198604,5.9145161049095,16.8078091320591,-3.14709293688059
1,0,-45.9166666666667,-10.5833333333333,18.6221092689849,-12.5769035581163,8.37863130687445,16.4033058852931,-3.17694088037579
2,0,-46.25,-11.25,19.5482529817529,-12.6120876765678,8.00389513764252,15.9853766221187,-3.59858984832502
2,0,-44.0833333333333,-17.75,17.3175321541834,-11.4025771543869,9.01343722764403,15.1577465894056,-2.5649130488119
5,0,-40.75,-9.91666666666666,17.8577061927785,-12.7874448811011,5.64130153304384,16.587507151677,-2.21349769902094
3,0,-44.4166666666667,-19.75,17.1265029600149,-10.8250981638525,9.71545957194466,15.2455291813947,-2.35095898584965
4,0,-37.9166666666667,-10.75,18.1665379234705,-9.87551864439526,4.65133298688996,15.5009222444595,-3.58276859704634
3,0,-50.4166666666667,-16.75,19.8621440248442,-11.7190998435271,7.77165856890429,15.4736517619328,-3.65205476312845
5,0,-41.5833333333333,-14.0833333333333,18.1295087694745,-12.4655398123152,5.71692518895946,16.2464731728133,-2.56389785505878
4,0,-40.75,-19.9166666666667,17.2273041212268,-9.62822051787618,7.2173805937873,15.6430752357671,-2.89157776660044
2,0,-41.0833333333333,-21.5833333333333,18.0701298522844,-10.2400830854474,5.56188957773028,16.6558029435238,-3.16406807444349
2,0,-42.4166666666667,-12.9166666666667,18.8295912184619,-13.2663391973558,6.61781193174938,16.9381418082979,-3.06946516626906
1,0,-40.0833333333333,-17.5833333333333,19.3050225725893,-10.1097377716988,5.27942459865717,17.2164203749329,-2.90244271201664
3,0,-40.25,-10.75,18.6988218496628,-10.983018764849,5.18432031633972,17.3646060311502,-2.97521102815613
4,0,-45.25,-16.0833333333333,17.6795012944324,-12.8091780136274,9.24427766253258,16.5811065302292,-3.55669758653556
1,0,-38.5833333333333,-8.58333333333333,19.8260084356784,-12.8543565247524,4.84192280244568,16.9338567617833,-2.9774060423027
1,0,-49.5833333333333,-21.4166666666667,16.9398387787639,-10.677138452089,8.54560247954753,16.9761086150961,-2.75445913733573
2,0,-41.9166666666667,-11.75,17.2540018141284,-12.2552639923437,6.28220824807961,15.837281510725,-2.30092069838535
3,0,-38.4166666666667,-12.4166666666667,20.3837276077751,-8.52559611346829,5.98104516311304,15.9124479810627,-3.8642627091003
4,0,-53.5833333333333,-18.0833333333333,19.5718802071439,-11.4807746777236,8.52973633078886,17.037831064796,-3.38036298573513
2,0,-52.75,-29.75,14.893916224524,-7.81269574997379,6.89625364350635,17.4774845488358,-4.68613000803443
2,0,-40.9166666666667,-9.08333333333333,19.2753240876748,-13.834030497089,5.95904823833593,17.4797495521572,-2.90848356785331
1,0,-45.5833333333333,-22.9166666666667,15.3633473824264,-8.95033487026854,9.02291300597271,14.8252377380505,-2.21298572103007
2,0,-45.0833333333333,-12.75,19.085839200693,-12.4402392705331,8.20040004212408,16.2505457979179,-3.00937129943127
3,0,-47.75,-16.25,16.8305199885582,-10.7922431691572,8.63446507842431,14.4883853322754,-2.51636484948209
1,0,-56.9166666666667,-22.25,18.1328699581421,-10.2932195023044,7.45033540423496,18.8888878593038,-4.32363759315134
4,0,-43.0833333333333,-16.0833333333333,16.2478177614412,-11.4442994172154,7.85848589566036,14.6560404310141,-2.37088034059226
5,0,-49.5833333333333,-18.5833333333333,19.5204830020243,-12.2135060910803,8.33613567561621,16.6252981951295,-3.34137114152238
3,0,-47.4166666666667,-24.5833333333333,17.5281518553032,-7.67440290885805,8.10621339212295,17.2929425892719,-3.33456762030169
4,0,-54.4166666666667,-20.0833333333333,18.7334417896905,-10.0397114353894,7.97002550014661,16.5365894064463,-2.65632481917888
4,0,-47.25,-16.25,17.5442142794757,-11.071680482347,8.41108759361749,14.8976051894394,-2.56382468402855
1,0,-52.5833333333333,-25.75,13.846523370748,-6.67194092794375,9.04407837068764,17.2207927683187,-4.2248909406796
1,0,-54.75,-30.75,14.5169689381545,-7.78426500705786,7.03983228685772,18.0202819017729,-5.9985262442884
2,0,-51.0833333333333,-16.5833333333333,20.1138499463113,-11.8000800694391,8.29122331885639,15.2721526587112,-3.5591928725705
3,0,-49.4166666666667,-23.9166666666667,15.2284121701429,-8.86970142398411,7.7053209281004,16.5553701613943,-3.31257388075706
5,0,-46.0833333333333,-14.9166666666667,18.4925201870875,-11.617956043706,8.09987209733469,15.2855897183237,-2.64841659304589
3,0,-41.9166666666667,-11.4166666666667,17.968690547725,-12.6150784965749,5.87475510070825,15.8133095817411,-2.47217690927639
1,0,-53.5833333333333,-19.0833333333333,19.0643699290865,-10.8124550048918,8.22899957130801,16.5568441015162,-3.24334083283283
1,0,-49.5833333333333,-24.25,12.9046469492135,-7.65973664913498,8.45641338133979,15.3921270028807,-3.69453444477112
1,0,-39.25,-12.4166666666667,18.2909640847472,-9.51630221924819,3.66720366384739,16.4244276882529,-3.33876838766882
3,0,-53.4166666666667,-25.0833333333333,14.3782677193655,-6.86170748327995,8.87952761317877,17.0207047678626,-4.08436593843559
2,0,-52.9166666666667,-31.4166666666667,13.0740577061654,-6.56913079119813,6.70075190298897,15.6828066485705,-6.0431806021947
4,0,-54.9166666666667,-22.0833333333333,17.6445258391174,-9.87120025337424,7.50134812197095,17.835436167583,-3.96064566201302
5,0,-46.9166666666667,-18.5833333333333,17.7491631951266,-9.99704627894272,8.78146699328225,14.4915932173101,-1.62078978755063
4,0,-51.4166666666667,-17.0833333333333,19.4786720069665,-11.3900416279374,8.46792599752219,15.7155580778736,-2.89606703293798
2,0,-53.4166666666667,-21.5833333333333,18.2857778299193,-10.3552418547409,7.65717617783879,17.6009187939149,-3.01579363722069
5,0,-43.75,-20.0833333333333,15.4321245681368,-9.43391043622839,9.79589162285868,13.5166732738385,-1.96109933695304
2,0,-40.25,-14.0833333333333,17.312453231091,-9.61193437576227,4.20413997023789,15.2276473258335,-2.41269200817781
5,0,-45.0833333333333,-9.58333333333333,20.1133253746181,-13.4881432328786,7.35092544235254,17.5329162611127,-3.4273532998159
5,0,-53.25,-28.25,15.1532908467233,-6.37532408967821,7.40622314248745,17.1666735970979,-5.14514638819063
3,0,-50.75,-19.75,18.1983531521647,-10.9278352382215,8.77723840342875,16.7496256064524,-2.47373636031547
3,0,-50.4166666666667,-17.9166666666667,19.9036598646363,-11.5447709610234,8.41368192303146,16.292476760847,-3.00152297797688
1,0,-38.0833333333333,-12.5833333333333,21.2662762090927,-8.33702942783307,6.33596117570433,15.583475970612,-3.63198440171916
2,0,-44.9166666666667,-17.9166666666667,17.2604519710245,-11.3139323694741,9.1763713400759,15.4484368520903,-2.4276755857453
4,0,-47.75,-17.5833333333333,18.1050884108173,-11.3193503333524,8.94935334240032,15.6450488760173,-3.25628642436774
2,0,-55.4166666666667,-21.0833333333333,17.9315095318038,-10.0335249991293,7.87045922144447,17.3069445206654,-3.07554589565064
5,0,-41.75,-10.4166666666667,19.1195315135251,-13.2303393611725,5.94636055909667,17.2374544283451,-2.50981151535734
4,0,-52.75,-22.25,17.5303180164563,-10.511228785122,7.52318274487083,18.0662247291529,-3.47932575747327
2,0,-42.25,-15.0833333333333,16.3559484461917,-11.0500986108596,6.60854917137764,14.3420099277117,-2.02690011436497
3,0,-37.4166666666667,-10.5833333333333,19.3669465758328,-10.066629758974,4.31846138754637,15.3347046218314,-3.65010768597269
5,0,-48.9166666666667,-25.0833333333333,13.691843017581,-6.396549932698,7.77730528358637,14.9701306091936,-3.17685801785027
5,0,-45.9166666666667,-16.25,18.0539940502265,-12.2451239263515,8.74604535460792,16.083662403382,-3.12140210895
4,0,-51.0833333333333,-28.0833333333333,12.6844395163316,-4.97636950804385,7.3341730889391,14.8558285148975,-4.64094161395166
4,0,-52.75,-30.9166666666667,13.9037560631861,-6.50151363828081,6.40820570943984,16.0337433905537,-6.12187081866522
2,0,-38.4166666666667,-9.91666666666666,17.7255498193351,-10.7000527544074,4.6508152740312,16.5231657042844,-3.40677025510043
5,0,-45.75,-13.4166666666667,19.5404517223411,-12.2642520044976,7.49430297201958,15.2214590695855,-3.27175311425201
3,0,-43.25,-9.58333333333333,20.044988915719,-13.9316536664793,6.46102427973715,17.4727374390719,-2.90684328387799
5,0,-57.4166666666667,-21.5833333333333,18.5256096973237,-10.6273127631458,7.34562276734582,19.2584152920597,-4.2378299075472
4,0,-55.5833333333333,-21.0833333333333,17.9774723580924,-10.1409118792076,7.87629995336927,17.6013843288338,-3.30162723575357
5,0,-38.9166666666667,-12.9166666666667,20.6720716285594,-8.33977950706191,4.99840939623494,15.7710917580688,-3.77322050040604
1,0,-44.25,-10.5833333333333,17.9754752713431,-13.3263343554667,8.53367903306622,17.0144435998177,-3.73625876576361
1,0,-38.75,-11.0833333333333,18.8564408413616,-11.3180125075168,5.46517768628972,17.7610801176926,-3.77869542819799
1,0,-39.0833333333333,-10.5833333333333,18.0320520710415,-11.567588474856,4.89303903450438,17.6560981515877,-3.56304476557058
2,0,-42.5833333333333,-12.75,19.0429563897996,-13.4323994633234,6.6871929748975,17.2208634977206,-3.14009194165315
2,0,-55.25,-20.0833333333333,19.0534562927118,-10.4330103590747,8.26071090525094,17.5656373347269,-2.79787058557615
3,0,-51.9166666666667,-30.75,13.8663751340986,-6.40520977640793,6.09092954083504,15.9581565928395,-5.90395406380459
5,0,-49.0833333333333,-26.25,13.6925384851642,-6.25487497302248,7.64458877571479,15.2799835937102,-3.39956724132556
3,0,-45.9166666666667,-9.91666666666666,20.0338151291325,-13.0759333082153,8.14227148442224,17.0392420389362,-3.32074460325532
2,0,-51.9166666666667,-31.0833333333333,14.0647580282864,-6.83226626806755,6.0481044351391,16.1182320053418,-6.04910831035922
3,0,-38.25,-8.25,18.3063910574177,-12.0632027057336,5.21394580806917,15.8302169067956,-2.97870515811476
4,0,-53.4166666666667,-24.25,15.9365790319875,-8.51839497368777,8.11160711786337,18.2701560222766,-4.42556169834606
4,0,-45.9166666666667,-21.9166666666667,15.0779996627824,-9.21562617119241,9.69833672090759,14.5932105163746,-2.19361346995356
2,0,-40.75,-8.25,18.6560777843471,-12.8504880265314,5.69782293426276,16.3308136796428,-2.81802217732446
1,0,-42.9166666666667,-13.0833333333333,18.5092980628659,-12.7353710904518,7.05669044767958,16.2582909342142,-2.77247139327649
1,0,-42.4166666666667,-22.75,18.1869451492424,-9.61159842134464,5.26533129543864,16.7290604494179,-3.22113611504433
3,0,-51.0833333333333,-23.4166666666667,16.2860830635392,-9.14994717316038,8.15145505375501,17.1571662619034,-3.32629645916486
2,0,-44.4166666666667,-8.91666666666666,21.0459938252998,-13.4399667128103,6.27614914782678,17.2806652214496,-3.76281249979552
2,0,-40.4166666666667,-13.25,16.2199907604606,-9.2337951467997,4.57884492674722,14.3106851509619,-1.94583738404949
3,0,-46.25,-18.25,18.5110333600195,-10.8750323197584,9.08234483759083,15.201828882847,-1.70393843649773
4,0,-54.5833333333333,-28.25,16.159298627848,-7.08781684926604,7.90534146200906,18.9240320214467,-6.2026223989296
4,0,-49.9166666666667,-16.25,19.2835050087072,-10.9430442738987,7.89096108131401,14.3315956774575,-3.42752246800261
4,0,-46.4166666666667,-19.4166666666667,16.6125804040905,-9.95418988175678,9.53023517091039,14.5630131725494,-2.03790574166694
4,0,-42.0833333333333,-12.75,15.9453885092795,-11.5650305506471,6.60013943239845,14.6353675131792,-2.42904103502403
4,0,-47.5833333333333,-24.75,17.3564131229586,-7.53404472094399,8.06600305043234,17.4219551654563,-3.47341621993484
5,0,-44.5833333333333,-17.25,17.3500992282835,-12.2460857318879,8.59174651808465,16.6323003083256,-2.96081865102728
5,0,-51.25,-26.25,12.8439499481058,-6.06190185754868,8.07056061863219,16.0086156622928,-3.85351593360683
3,0,-48.25,-24.5833333333333,17.124572300021,-9.03946490946186,7.75522729382139,17.8239764905549,-3.87457620330522
2,0,-41.9166666666667,-20.4166666666667,14.7637118539088,-9.58305413412698,9.06799925627799,14.5214564532192,-2.63001912527911
3,0,-49.4166666666667,-20.75,17.4330171189871,-10.7479937587396,8.91098762004775,16.5522106547336,-2.24536891506723
3,0,-40.0833333333333,-9.25,18.4885159398882,-13.0163997350915,5.92892231997441,17.1850722893417,-2.64610370607206
4,0,-38.4166666666667,-12.25,19.8121320357455,-8.45018364760854,5.85112452518783,15.7242087494165,-3.82389966159302
4,0,-44.9166666666667,-18.25,17.1052666582921,-11.1373827840168,9.10257287413439,15.2684845579634,-2.36699259636296
2,0,-55.4166666666667,-28.4166666666667,15.1825935059703,-7.40988005234027,8.1303108051363,18.536813934577,-6.34133331251586
2,0,-47.5833333333333,-23.0833333333333,15.5993657500777,-9.61299561960168,7.94881950913151,15.5374270414362,-2.6822148017011
4,0,-38.9166666666667,-13.5833333333333,21.556034363777,-6.13467308988775,6.04153720951112,16.6799781047057,-3.17161593670738
1,0,-49.5833333333333,-26.5833333333333,12.6447062393415,-6.28177084323228,7.66263589659104,15.1705239653232,-3.60197939755581
4,0,-39.0833333333333,-14.0833333333333,21.0084326250531,-5.74456194389252,5.73952399359016,16.6517653901922,-3.03044315374863
3,0,-53.4166666666667,-21.0833333333333,18.5748857284526,-10.3135742315794,7.68556391857183,17.2276528810776,-2.68925713067188
3,0,-49.0833333333333,-26.4166666666667,15.9694049356801,-7.36287586347884,7.40188583578189,16.8707693878795,-3.75487055075055
5,0,-46.0833333333333,-15.9166666666667,18.6440922981872,-12.3734688252572,8.72300671822232,16.1261846058501,-3.07577629674932
1,0,-50.0833333333333,-28.4166666666667,12.3067105126586,-5.13475986080508,7.12820319284068,14.4189380571352,-3.43834803605633
