"","kappa","spec_sens","no_omission","prevalence","equal_sens_spec","sensitivity","species_name","algorithm","run","partition","presencenb","absencenb","correlation","pvaluecor","AUC","AUC_pval","AUCratio","pROC","pROC_pval","TSSmax","KAPPAmax","dismo_threshold","prevalence.value","PPP","NPP","TPR","TNR","FPR","FNR","CCR","Kappa","F_score","Jaccard"
"thresholds",0.35029885,0.35029885,-0.03104503,0.16060741,0.13213881,-0.0156403,"Abarema_langsdorffii","svmk",1,4,20,100,0.749177688766312,7.54248606721487e-23,0.8885,NA,1.777,1.22192001991588,0,0.79,0.745283018867925,"spec_sens",0.166666666666667,0.739130434782609,0.969072164948454,0.85,0.94,0.06,0.15,0.925,0.745283018867925,0.790697674418605,0.653846153846154
