"","kappa","spec_sens","no_omission","prevalence","equal_sens_spec","sensitivity","species_name","algorithm","run","partition","presencenb","absencenb","correlation","pvaluecor","AUC","AUC_pval","AUCratio","pROC","pROC_pval","TSSmax","KAPPAmax","dismo_threshold","prevalence.value","PPP","NPP","TPR","TNR","FPR","FNR","CCR","Kappa","F_score","Jaccard"
"thresholds",0.48506504,0.14133901,0.00551215,0.16229581,0.18463016,0.02615664,"Abarema_langsdorffii","svme",1,3,19,100,0.700644545024559,7.33764670479681e-19,0.916842105263158,NA,1.83368421052632,1.45145179064703,0,0.714736842105263,0.668728734921126,"spec_sens",0.159663865546218,0.485714285714286,0.976190476190476,0.894736842105263,0.82,0.18,0.105263157894737,0.831932773109244,0.532967032967033,0.62962962962963,0.459459459459459
