"","kappa","spec_sens","no_omission","prevalence","equal_sens_spec","sensitivity","species_name","algorithm","run","partition","presencenb","absencenb","correlation","pvaluecor","AUC","AUC_pval","AUCratio","pROC","pROC_pval","TSSmax","KAPPAmax","dismo_threshold","prevalence.value","PPP","NPP","TPR","TNR","FPR","FNR","CCR","Kappa","F_score","Jaccard"
"thresholds",1.64250158,1.07427892,-1.47471602,0.23680934,0.5224493,-1.14702849,"Abarema_langsdorffii","brt",1,4,20,100,0.578008615345093,4.75957495430797e-12,0.91,NA,1.82,1.49777143767325,0,0.75,0.735294117647059,"spec_sens",0.166666666666667,0.62962962962963,0.967741935483871,0.85,0.9,0.1,0.15,0.891666666666667,0.657894736842105,0.723404255319149,0.566666666666667
