"architecture","os","language","rVersion","script","scriptTimeStamp","workingDirectory","ddgDirectory","ddgTimeStamp","rdtVersion","hashAlgorithm"
"x86_64","windows","R","R version 4.0.3 (2020-10-10)","console.R",NA,"C:/Users/danie/Documents/Uni Jena/SS21/Management of SD/Project/modleR_test","C:/Users/danie/Documents/Uni Jena/SS21/Management of SD/Project/modleR_test/prov_console_2021-06-12T12.47.57CEST","2021-06-12T12.47.57CEST","3.3","md5"
